year,region_name,type_name,region_rolled_up,type_rolled_up,transaction_count,nominal_median_price,nominal_mean_price,real_median_price,cpih_index
2011,South West,Detached,0,0,22261,272000,326134,401026,93.6
2011,South West,Flat / Maisonette,0,0,12552,134000,158372,197564,93.6
2011,South West,Semi-detached,0,0,18156,177500,199499,261699,93.6
2011,South West,Terraced,0,0,21693,156000,177560,230000,93.6
2011,Wales,Detached,0,0,9040,198000,222234,291923,93.6
2011,Wales,Flat / Maisonette,0,0,2415,108000,121695,159231,93.6
2011,Wales,Semi-detached,0,0,9119,125000,137974,184295,93.6
2011,Wales,Terraced,0,0,10091,100000,109872,147436,93.6
2011,West Midlands,Detached,0,0,14227,240000,277504,353846,93.6
2011,West Midlands,Flat / Maisonette,0,0,6026,100000,112856,147436,93.6
2011,West Midlands,Semi-detached,0,0,19338,139000,151407,204936,93.6
2011,West Midlands,Terraced,0,0,16497,117000,126114,172500,93.6
2011,Yorkshire and The Humber,Detached,0,0,12409,218000,252657,321410,93.6
2011,Yorkshire and The Humber,Flat / Maisonette,0,0,5026,105450,120172,155471,93.6
2011,Yorkshire and The Humber,Semi-detached,0,0,19771,127500,141317,187981,93.6
2011,Yorkshire and The Humber,Terraced,0,0,18273,100000,114421,147436,93.6
2011,East Midlands,All types,0,1,53986,136000,161046,200513,93.6
2011,East of England,All types,0,1,80464,189995,232556,280121,93.6
2011,London,All types,0,1,90785,293000,421417,431987,93.6
2011,North East,All types,0,1,26827,117500,136803,173237,93.6
2011,North West,All types,0,1,71503,127000,154840,187244,93.6
2011,South East,All types,0,1,120206,223000,280245,328782,93.6
2011,South West,All types,0,1,74662,185000,223967,272756,93.6
2011,Wales,All types,0,1,30665,130500,152284,192404,93.6
2011,West Midlands,All types,0,1,56088,142500,171811,210096,93.6
2011,Yorkshire and The Humber,All types,0,1,55479,130000,155446,191667,93.6
2011,All regions,Detached,1,0,157185,250000,332507,368590,93.6
2011,All regions,Flat / Maisonette,1,0,121185,163000,224054,240321,93.6
2011,All regions,Semi-detached,1,0,188912,162500,198804,239583,93.6
2011,All regions,Terraced,1,0,193668,145000,190245,213782,93.6
2011,All regions,All types,1,1,660950,176000,232723,259487,93.6
2012,East Midlands,Detached,0,0,19795,199999,229687,287499,96.0
2012,East Midlands,Flat / Maisonette,0,0,3144,90000,101374,129375,96.0
2012,East Midlands,Semi-detached,0,0,17767,125000,134524,179688,96.0
2012,East Midlands,Terraced,0,0,14034,109000,117447,156688,96.0
2012,East of England,Detached,0,0,23996,270000,336471,388125,96.0
2012,East of England,Flat / Maisonette,0,0,11652,135000,151430,194062,96.0
2012,East of England,Semi-detached,0,0,22322,190000,219530,273125,96.0
2012,East of England,Terraced,0,0,22763,169995,189297,244368,96.0
2012,London,Detached,0,0,4514,546250,759950,785234,96.0
2012,London,Flat / Maisonette,0,0,49428,270000,373539,388125,96.0
2012,London,Semi-detached,0,0,14027,340000,461767,488750,96.0
2012,London,Terraced,0,0,26442,307500,490026,442031,96.0
2012,North East,Detached,0,0,5175,199995,228435,287493,96.0
2012,North East,Flat / Maisonette,0,0,2671,85950,98127,123553,96.0
2012,North East,Semi-detached,0,0,9026,120000,131420,172500,96.0
2012,North East,Terraced,0,0,9234,90000,108303,129375,96.0
2012,North West,Detached,0,0,14117,225000,265273,323438,96.0
2012,North West,Flat / Maisonette,0,0,7404,100000,115105,143750,96.0
2012,North West,Semi-detached,0,0,24525,135000,151397,194062,96.0
2012,North West,Terraced,0,0,23791,93000,108097,133688,96.0
2012,South East,Detached,0,0,34359,362000,453560,520375,96.0
2012,South East,Flat / Maisonette,0,0,23726,153000,172221,219938,96.0
2012,South East,Semi-detached,0,0,30939,234500,258938,337094,96.0
2012,South East,Terraced,0,0,33858,190000,215455,273125,96.0
2012,South West,Detached,0,0,23129,270000,321613,388125,96.0
2012,South West,Flat / Maisonette,0,0,12371,132000,157686,189750,96.0
2012,South West,Semi-detached,0,0,17881,180000,202981,258750,96.0
2012,South West,Terraced,0,0,22767,159000,180651,228562,96.0
2012,Wales,Detached,0,0,9386,196748,219874,282825,96.0
2012,Wales,Flat / Maisonette,0,0,2396,107000,120741,153812,96.0
2012,Wales,Semi-detached,0,0,8895,125000,137632,179688,96.0
2012,Wales,Terraced,0,0,9969,100000,111368,143750,96.0
2012,West Midlands,Detached,0,0,15256,235500,271360,338531,96.0
2012,West Midlands,Flat / Maisonette,0,0,5921,100000,110778,143750,96.0
2012,West Midlands,Semi-detached,0,0,19240,140000,152626,201250,96.0
2012,West Midlands,Terraced,0,0,16287,118000,128619,169625,96.0
2012,Yorkshire and The Humber,Detached,0,0,13193,218000,251018,313375,96.0
2012,Yorkshire and The Humber,Flat / Maisonette,0,0,4843,102500,115145,147344,96.0
2012,Yorkshire and The Humber,Semi-detached,0,0,19775,125000,141699,179688,96.0
2012,Yorkshire and The Humber,Terraced,0,0,18283,104000,116886,149500,96.0
2012,East Midlands,All types,0,1,54740,138000,162655,198375,96.0
2012,East of England,All types,0,1,80733,193000,235935,277438,96.0
2012,London,All types,0,1,94411,300000,437747,431250,96.0
2012,North East,All types,0,1,26106,120000,139069,172500,96.0
2012,North West,All types,0,1,69837,130000,155818,186875,96.0
2012,South East,All types,0,1,122882,229250,284632,329547,96.0
2012,South West,All types,0,1,76148,187500,224979,269531,96.0
2012,Wales,All types,0,1,30646,133000,152956,191188,96.0
2012,West Midlands,All types,0,1,56704,145000,173306,208438,96.0
2012,Yorkshire and The Humber,All types,0,1,56094,130000,157030,186875,96.0
2012,All regions,Detached,1,0,163005,250000,328495,359375,96.0
2012,All regions,Flat / Maisonette,1,0,123638,168500,236401,242219,96.0
2012,All regions,Semi-detached,1,0,184431,165000,202123,237188,96.0
2012,All regions,Terraced,1,0,197459,150000,198736,215625,96.0
2012,All regions,All types,1,1,668533,180000,238275,258750,96.0
2013,East Midlands,Detached,0,0,24193,204000,232373,286680,98.2
2013,East Midlands,Flat / Maisonette,0,0,3685,92000,101064,129287,98.2
2013,East Midlands,Semi-detached,0,0,20926,127000,138475,178473,98.2
2013,East Midlands,Terraced,0,0,16553,111000,120808,155988,98.2
2013,East of England,Detached,0,0,28603,276000,345852,387862,98.2
2013,East of England,Flat / Maisonette,0,0,14538,140000,161458,196741,98.2
2013,East of England,Semi-detached,0,0,25573,198500,227595,278951,98.2
2013,East of England,Terraced,0,0,26888,174000,195321,244521,98.2
2013,London,Detached,0,0,5405,569995,821067,801011,98.2
2013,London,Flat / Maisonette,0,0,60240,292402,406170,410912,98.2
2013,London,Semi-detached,0,0,15799,363000,494312,510122,98.2
2013,London,Terraced,0,0,29877,325000,536727,456721,98.2
2013,North East,Detached,0,0,6308,200000,230090,281059,98.2
2013,North East,Flat / Maisonette,0,0,3148,87000,98114,122261,98.2
2013,North East,Semi-detached,0,0,10294,123000,132043,172851,98.2
2013,North East,Terraced,0,0,10293,92500,109322,129990,98.2
2013,North West,Detached,0,0,17488,230000,270451,323218,98.2
2013,North West,Flat / Maisonette,0,0,9404,100000,115434,140530,98.2
2013,North West,Semi-detached,0,0,29479,137500,153819,193228,98.2
2013,North West,Terraced,0,0,28111,95000,109823,133503,98.2
2013,South East,Detached,0,0,39465,375000,468099,526986,98.2
2013,South East,Flat / Maisonette,0,0,29236,158000,176017,222037,98.2
2013,South East,Semi-detached,0,0,35759,243000,270751,341487,98.2
2013,South East,Terraced,0,0,40331,200000,224122,281059,98.2
2013,South West,Detached,0,0,26983,275000,327083,386456,98.2
2013,South West,Flat / Maisonette,0,0,14958,135972,160358,191082,98.2
2013,South West,Semi-detached,0,0,20856,184995,206975,259973,98.2
2013,South West,Terraced,0,0,27107,161000,183498,226253,98.2
2013,Wales,Detached,0,0,11240,200000,221998,281059,98.2
2013,Wales,Flat / Maisonette,0,0,2715,106000,116929,148961,98.2
2013,Wales,Semi-detached,0,0,10777,125000,138275,175662,98.2
2013,Wales,Terraced,0,0,11620,100000,113619,140530,98.2
2013,West Midlands,Detached,0,0,18315,240000,276248,337271,98.2
2013,West Midlands,Flat / Maisonette,0,0,7018,105000,115583,147556,98.2
2013,West Midlands,Semi-detached,0,0,22355,143000,156288,200957,98.2
2013,West Midlands,Terraced,0,0,19257,120000,132553,168635,98.2
2013,Yorkshire and The Humber,Detached,0,0,15905,220000,250625,309165,98.2
2013,Yorkshire and The Humber,Flat / Maisonette,0,0,5688,102000,116257,143340,98.2
2013,Yorkshire and The Humber,Semi-detached,0,0,23302,130000,144760,182688,98.2
2013,Yorkshire and The Humber,Terraced,0,0,21709,105000,119112,147556,98.2
2013,East Midlands,All types,0,1,65357,141500,166649,198849,98.2
2013,East of England,All types,0,1,95602,200000,243842,281059,98.2
2013,London,All types,0,1,111321,323500,473863,454613,98.2
2013,North East,All types,0,1,30043,122500,141290,172149,98.2
2013,North West,All types,0,1,84482,132000,159050,185499,98.2
2013,South East,All types,0,1,144791,235000,292425,330244,98.2
2013,South West,All types,0,1,89904,190000,228189,267006,98.2
2013,Wales,All types,0,1,36352,135000,154686,189715,98.2
2013,West Midlands,All types,0,1,66945,149995,178012,210787,98.2
2013,Yorkshire and The Humber,All types,0,1,66604,134950,159247,189645,98.2
2013,All regions,Detached,1,0,194002,260000,335077,365377,98.2
2013,All regions,Flat / Maisonette,1,0,150721,175000,251756,245927,98.2
2013,All regions,Semi-detached,1,0,215145,167500,208154,235387,98.2
2013,All regions,Terraced,1,0,231771,152500,207001,214308,98.2
2013,All regions,All types,1,1,791639,185000,247222,259980,98.2
2014,East Midlands,Detached,0,0,28666,219950,247120,304750,99.6
2014,East Midlands,Flat / Maisonette,0,0,4949,97700,108729,135367,99.6
2014,East Midlands,Semi-detached,0,0,24251,136000,147444,188434,99.6
2014,East Midlands,Terraced,0,0,20339,119400,128295,165434,99.6
2014,East of England,Detached,0,0,33058,300000,371094,415663,99.6
2014,East of England,Flat / Maisonette,0,0,18828,150000,171219,207831,99.6
2014,East of England,Semi-detached,0,0,28838,216538,246088,300022,99.6
2014,East of England,Terraced,0,0,31645,185000,212610,256325,99.6
2014,London,Detached,0,0,5652,635000,907769,879819,99.6
2014,London,Flat / Maisonette,0,0,66579,330000,456397,457229,99.6
2014,London,Semi-detached,0,0,15529,415000,553303,575000,99.6
2014,London,Terraced,0,0,30862,375000,589568,519578,99.6
2014,North East,Detached,0,0,7822,209495,238646,290264,99.6
2014,North East,Flat / Maisonette,0,0,3895,90000,101319,124699,99.6
2014,North East,Semi-detached,0,0,11926,127000,138807,175964,99.6
2014,North East,Terraced,0,0,11728,95948,114028,132939,99.6
2014,North West,Detached,0,0,21366,236995,279321,328367,99.6
2014,North West,Flat / Maisonette,0,0,11909,108000,121279,149639,99.6
2014,North West,Semi-detached,0,0,34677,143250,161297,198479,99.6
2014,North West,Terraced,0,0,33511,100000,114975,138554,99.6
2014,South East,Detached,0,0,43662,407000,504487,563916,99.6
2014,South East,Flat / Maisonette,0,0,38291,169000,188749,234157,99.6
2014,South East,Semi-detached,0,0,38531,262500,296703,363705,99.6
2014,South East,Terraced,0,0,46369,220000,244616,304819,99.6
2014,South West,Detached,0,0,30899,295000,346091,408735,99.6
2014,South West,Flat / Maisonette,0,0,19293,142000,169065,196747,99.6
2014,South West,Semi-detached,0,0,23538,195000,219205,270181,99.6
2014,South West,Terraced,0,0,31648,171000,195505,236928,99.6
2014,Wales,Detached,0,0,12973,210000,231099,290964,99.6
2014,Wales,Flat / Maisonette,0,0,3728,114500,124945,158645,99.6
2014,Wales,Semi-detached,0,0,12130,130000,143870,180120,99.6
2014,Wales,Terraced,0,0,13495,106000,118944,146867,99.6
2014,West Midlands,Detached,0,0,21427,249995,293108,346379,99.6
2014,West Midlands,Flat / Maisonette,0,0,9011,110000,122867,152410,99.6
2014,West Midlands,Semi-detached,0,0,25952,150000,164919,207831,99.6
2014,West Midlands,Terraced,0,0,23178,125000,139712,173193,99.6
2014,Yorkshire and The Humber,Detached,0,0,18843,230000,261652,318675,99.6
2014,Yorkshire and The Humber,Flat / Maisonette,0,0,7288,105410,119541,146050,99.6
2014,Yorkshire and The Humber,Semi-detached,0,0,27141,135000,150043,187048,99.6
2014,Yorkshire and The Humber,Terraced,0,0,25620,111950,124924,155111,99.6
2014,East Midlands,All types,0,1,78205,150000,176550,207831,99.6
2014,East of England,All types,0,1,112369,215000,260891,297892,99.6
2014,London,All types,0,1,118622,365000,525237,505723,99.6
2014,North East,All types,0,1,35371,125995,148541,174571,99.6
2014,North West,All types,0,1,101463,138500,166154,191898,99.6
2014,South East,All types,0,1,166853,249950,311826,346316,99.6
2014,South West,All types,0,1,105378,200448,240113,277728,99.6
2014,Wales,All types,0,1,42326,140000,160992,193976,99.6
2014,West Midlands,All types,0,1,79568,156000,187334,216145,99.6
2014,Yorkshire and The Humber,All types,0,1,78892,139999,165725,193975,99.6
2014,All regions,Detached,1,0,224479,276000,353189,382410,99.6
2014,All regions,Flat / Maisonette,1,0,183884,180000,266277,249398,99.6
2014,All regions,Semi-detached,1,0,242539,175000,219385,242470,99.6
2014,All regions,Terraced,1,0,268442,160000,217209,221687,99.6
2014,All regions,All types,1,1,919344,195000,260800,270181,99.6
2015,East Midlands,Detached,0,0,29066,235000,264583,324300,100.0
2015,East Midlands,Flat / Maisonette,0,0,4994,105000,115239,144900,100.0
2015,East Midlands,Semi-detached,0,0,24117,145000,156292,200100,100.0
2015,East Midlands,Terraced,0,0,20451,123500,133514,170430,100.0
2015,East of England,Detached,0,0,32483,330000,400956,455400,100.0
2015,East of England,Flat / Maisonette,0,0,19012,160000,182267,220800,100.0
2015,East of England,Semi-detached,0,0,27334,240000,270775,331200,100.0
2015,East of England,Terraced,0,0,30809,210000,234490,289800,100.0
2015,London,Detached,0,0,5322,690000,928739,952200,100.0
2015,London,Flat / Maisonette,0,0,63336,365000,474894,503700,100.0
2015,London,Semi-detached,0,0,15105,457500,590675,631350,100.0
2015,London,Terraced,0,0,29664,420000,604378,579600,100.0
2015,North East,Detached,0,0,8367,215995,244963,298073,100.0
2015,North East,Flat / Maisonette,0,0,3820,92500,106635,127650,100.0
2015,North East,Semi-detached,0,0,12159,130000,142458,179400,100.0
2015,North East,Terraced,0,0,11819,96995,115425,133853,100.0
2015,North West,Detached,0,0,22799,247750,290473,341895,100.0
2015,North West,Flat / Maisonette,0,0,13270,115000,128094,158700,100.0
2015,North West,Semi-detached,0,0,35771,148500,166975,204930,100.0
2015,North West,Terraced,0,0,34807,105000,120040,144900,100.0
2015,South East,Detached,0,0,43098,430000,525282,593400,100.0
2015,South East,Flat / Maisonette,0,0,38258,180000,203326,248400,100.0
2015,South East,Semi-detached,0,0,37579,287000,319458,396060,100.0
2015,South East,Terraced,0,0,44635,240000,266008,331200,100.0
2015,South West,Detached,0,0,31606,313000,361392,431940,100.0
2015,South West,Flat / Maisonette,0,0,19653,149000,176603,205620,100.0
2015,South West,Semi-detached,0,0,23236,210000,230929,289800,100.0
2015,South West,Terraced,0,0,31358,182000,208191,251160,100.0
2015,Wales,Detached,0,0,13621,215000,237579,296700,100.0
2015,Wales,Flat / Maisonette,0,0,3583,115000,126360,158700,100.0
2015,Wales,Semi-detached,0,0,12386,135000,147465,186300,100.0
2015,Wales,Terraced,0,0,14019,109000,121467,150420,100.0
2015,West Midlands,Detached,0,0,22537,266000,306524,367080,100.0
2015,West Midlands,Flat / Maisonette,0,0,9045,115000,131427,158700,100.0
2015,West Midlands,Semi-detached,0,0,26443,156500,171891,215970,100.0
2015,West Midlands,Terraced,0,0,23466,130000,145811,179400,100.0
2015,Yorkshire and The Humber,Detached,0,0,19423,239950,273188,331131,100.0
2015,Yorkshire and The Humber,Flat / Maisonette,0,0,7431,110000,127321,151800,100.0
2015,Yorkshire and The Humber,Semi-detached,0,0,27026,139000,155462,191820,100.0
2015,Yorkshire and The Humber,Terraced,0,0,25652,115000,129640,158700,100.0
2015,East Midlands,All types,0,1,78628,160000,187791,220800,100.0
2015,East of England,All types,0,1,109638,238000,283800,328440,100.0
2015,London,All types,0,1,113427,400000,545470,552000,100.0
2015,North East,All types,0,1,36165,132500,153554,182850,100.0
2015,North West,All types,0,1,106647,145000,173220,200100,100.0
2015,South East,All types,0,1,163570,273933,331941,378028,100.0
2015,South West,All types,0,1,105853,216000,253061,298080,100.0
2015,Wales,All types,0,1,43609,144995,165520,200093,100.0
2015,West Midlands,All types,0,1,81491,164000,197124,226320,100.0
2015,Yorkshire and The Humber,All types,0,1,79532,145000,173254,200100,100.0
2015,All regions,Detached,1,0,228424,295000,367228,407100,100.0
2015,All regions,Flat / Maisonette,1,0,182532,192000,274471,264960,100.0
2015,All regions,Semi-detached,1,0,241182,182000,231147,251160,100.0
2015,All regions,Terraced,1,0,266713,167500,226030,231150,100.0
2015,All regions,All types,1,1,918851,208000,272098,287040,100.0
2016,East Midlands,Detached,0,0,30202,247000,275652,337485,101.0
2016,East Midlands,Flat / Maisonette,0,0,5767,112000,124364,153030,101.0
2016,East Midlands,Semi-detached,0,0,25556,154000,164937,210416,101.0
2016,East Midlands,Terraced,0,0,20722,130000,141795,177624,101.0
2016,East of England,Detached,0,0,31518,355000,428215,485050,101.0
2016,East of England,Flat / Maisonette,0,0,19962,177000,199574,241842,101.0
2016,East of England,Semi-detached,0,0,27251,264000,294868,360713,101.0
2016,East of England,Terraced,0,0,29296,235000,255314,321089,101.0
2016,London,Detached,0,0,4505,750000,1001816,1024752,101.0
2016,London,Flat / Maisonette,0,0,60263,400000,518144,546535,101.0
2016,London,Semi-detached,0,0,13018,502500,632243,686584,101.0
2016,London,Terraced,0,0,25529,460000,649466,628515,101.0
2016,North East,Detached,0,0,8505,220000,251736,300594,101.0
2016,North East,Flat / Maisonette,0,0,3949,93000,109736,127069,101.0
2016,North East,Semi-detached,0,0,12502,132950,145389,181654,101.0
2016,North East,Terraced,0,0,12151,98000,116957,133901,101.0
2016,North West,Detached,0,0,24185,257000,302957,351149,101.0
2016,North West,Flat / Maisonette,0,0,14660,122500,135623,167376,101.0
2016,North West,Semi-detached,0,0,37554,153500,173063,209733,101.0
2016,North West,Terraced,0,0,36049,106000,122989,144832,101.0
2016,South East,Detached,0,0,40487,469000,558501,640812,101.0
2016,South East,Flat / Maisonette,0,0,38871,200000,220523,273267,101.0
2016,South East,Semi-detached,0,0,36983,317500,346584,433812,101.0
2016,South East,Terraced,0,0,41702,265000,289786,362079,101.0
2016,South West,Detached,0,0,31462,330000,379111,450891,101.0
2016,South West,Flat / Maisonette,0,0,20771,156000,186318,213149,101.0
2016,South West,Semi-detached,0,0,24214,225000,246045,307426,101.0
2016,South West,Terraced,0,0,31168,193000,219911,263703,101.0
2016,Wales,Detached,0,0,14354,223000,247632,304693,101.0
2016,Wales,Flat / Maisonette,0,0,3856,118000,128713,161228,101.0
2016,Wales,Semi-detached,0,0,13114,140000,153641,191287,101.0
2016,Wales,Terraced,0,0,14358,110000,124378,150297,101.0
2016,West Midlands,Detached,0,0,23330,280000,320254,382574,101.0
2016,West Midlands,Flat / Maisonette,0,0,10263,120000,136258,163960,101.0
2016,West Midlands,Semi-detached,0,0,27845,164995,180718,225439,101.0
2016,West Midlands,Terraced,0,0,23960,135500,152209,185139,101.0
2016,Yorkshire and The Humber,Detached,0,0,20313,249950,282968,341516,101.0
2016,Yorkshire and The Humber,Flat / Maisonette,0,0,8410,114972,133781,157091,101.0
2016,Yorkshire and The Humber,Semi-detached,0,0,28191,144995,161473,198112,101.0
2016,Yorkshire and The Humber,Terraced,0,0,25344,118000,133188,161228,101.0
2016,East Midlands,All types,0,1,82247,168450,196917,230159,101.0
2016,East of England,All types,0,1,108027,258000,305437,352515,101.0
2016,London,All types,0,1,103315,442000,586060,603921,101.0
2016,North East,All types,0,1,37107,134950,156659,184387,101.0
2016,North West,All types,0,1,112448,150000,180066,204950,101.0
2016,South East,All types,0,1,158043,295500,354880,403752,101.0
2016,South West,All types,0,1,107615,229950,265851,314189,101.0
2016,Wales,All types,0,1,45682,149000,171873,203584,101.0
2016,West Midlands,All types,0,1,85398,170000,205496,232277,101.0
2016,Yorkshire and The Humber,All types,0,1,82258,150000,179929,204950,101.0
2016,All regions,Detached,1,0,228953,308000,380679,420832,101.0
2016,All regions,Flat / Maisonette,1,0,186862,205000,288098,280099,101.0
2016,All regions,Semi-detached,1,0,246249,190000,240315,259604,101.0
2016,All regions,Terraced,1,0,260307,173000,232832,236376,101.0
2016,All regions,All types,1,1,922371,219950,282725,300526,101.0
2017,East Midlands,Detached,0,0,29843,264000,291215,351660,103.6
2017,East Midlands,Flat / Maisonette,0,0,5354,114950,126750,153119,103.6
2017,East Midlands,Semi-detached,0,0,26276,164995,174983,219781,103.6
2017,East Midlands,Terraced,0,0,19245,137500,149345,183156,103.6
2017,East of England,Detached,0,0,31214,379995,447954,506171,103.6
2017,East of England,Flat / Maisonette,0,0,17387,189995,212146,253082,103.6
2017,East of England,Semi-detached,0,0,27759,280000,312793,372973,103.6
2017,East of England,Terraced,0,0,26520,249000,269375,331680,103.6
2017,London,Detached,0,0,4095,780000,1042373,1038996,103.6
2017,London,Flat / Maisonette,0,0,52714,422000,555913,562124,103.6
2017,London,Semi-detached,0,0,12849,525000,659204,699324,103.6
2017,London,Terraced,0,0,23726,485000,669657,646042,103.6
2017,North East,Detached,0,0,9401,229950,260341,306304,103.6
2017,North East,Flat / Maisonette,0,0,3928,92500,108349,123214,103.6
2017,North East,Semi-detached,0,0,13397,134950,146678,179760,103.6
2017,North East,Terraced,0,0,12307,97845,115678,130334,103.6
2017,North West,Detached,0,0,25251,267500,316836,356322,103.6
2017,North West,Flat / Maisonette,0,0,13964,124950,143885,166439,103.6
2017,North West,Semi-detached,0,0,39597,160000,180553,213127,103.6
2017,North West,Terraced,0,0,35838,110000,126974,146525,103.6
2017,South East,Detached,0,0,40421,487000,581645,648707,103.6
2017,South East,Flat / Maisonette,0,0,34611,210000,230356,279730,103.6
2017,South East,Semi-detached,0,0,37930,330000,358934,439575,103.6
2017,South East,Terraced,0,0,38647,275000,300177,366313,103.6
2017,South West,Detached,0,0,31453,350000,401686,466216,103.6
2017,South West,Flat / Maisonette,0,0,19300,164000,195874,218456,103.6
2017,South West,Semi-detached,0,0,24655,235000,258733,313031,103.6
2017,South West,Terraced,0,0,29598,205000,228745,273069,103.6
2017,Wales,Detached,0,0,15017,230000,255768,306371,103.6
2017,Wales,Flat / Maisonette,0,0,3955,120000,133714,159846,103.6
2017,Wales,Semi-detached,0,0,14069,145000,159428,193147,103.6
2017,Wales,Terraced,0,0,15056,112000,126086,149189,103.6
2017,West Midlands,Detached,0,0,23692,294850,336954,392754,103.6
2017,West Midlands,Flat / Maisonette,0,0,9798,125000,144035,166506,103.6
2017,West Midlands,Semi-detached,0,0,28869,173000,191104,230444,103.6
2017,West Midlands,Terraced,0,0,23651,145000,159570,193147,103.6
2017,Yorkshire and The Humber,Detached,0,0,21196,255000,295513,339672,103.6
2017,Yorkshire and The Humber,Flat / Maisonette,0,0,8455,119950,137675,159779,103.6
2017,Yorkshire and The Humber,Semi-detached,0,0,29780,149950,166788,199740,103.6
2017,Yorkshire and The Humber,Terraced,0,0,25839,120000,136429,159846,103.6
2017,East Midlands,All types,0,1,80718,180000,208644,239768,103.6
2017,East of England,All types,0,1,102880,278000,325599,370309,103.6
2017,London,All types,0,1,93384,465000,620356,619402,103.6
2017,North East,All types,0,1,39033,136000,160422,181158,103.6
2017,North West,All types,0,1,114650,157000,189354,209131,103.6
2017,South East,All types,0,1,151609,315000,373981,419595,103.6
2017,South West,All types,0,1,105006,242500,281546,323021,103.6
2017,Wales,All types,0,1,48097,152000,176956,202471,103.6
2017,West Midlands,All types,0,1,86010,180000,217246,239768,103.6
2017,Yorkshire and The Humber,All types,0,1,85270,155000,186699,206467,103.6
2017,All regions,Detached,1,0,231661,324000,395659,431583,103.6
2017,All regions,Flat / Maisonette,1,0,169539,210000,300722,279730,103.6
2017,All regions,Semi-detached,1,0,255195,200000,249177,266409,103.6
2017,All regions,Terraced,1,0,250452,177950,237394,237038,103.6
2017,All regions,All types,1,1,906847,228500,292979,304373,103.6
2018,East Midlands,Detached,0,0,29364,275000,305423,358019,106.0
2018,East Midlands,Flat / Maisonette,0,0,5003,120000,132361,156226,106.0
2018,East Midlands,Semi-detached,0,0,26031,173000,184473,225226,106.0
2018,East Midlands,Terraced,0,0,18775,144950,155061,188708,106.0
2018,East of England,Detached,0,0,29697,390000,460230,507736,106.0
2018,East of England,Flat / Maisonette,0,0,16199,195000,216776,253868,106.0
2018,East of England,Semi-detached,0,0,27089,290000,319918,377547,106.0
2018,East of England,Terraced,0,0,25148,252000,273647,328075,106.0
2018,London,Detached,0,0,3993,773000,1064990,1006358,106.0
2018,London,Flat / Maisonette,0,0,48436,425000,551096,553302,106.0
2018,London,Semi-detached,0,0,12241,530000,656282,690000,106.0
2018,London,Terraced,0,0,22815,487500,674643,634670,106.0
2018,North East,Detached,0,0,9401,235000,265183,305943,106.0
2018,North East,Flat / Maisonette,0,0,3651,99000,113498,128887,106.0
2018,North East,Semi-detached,0,0,13053,136000,148533,177057,106.0
2018,North East,Terraced,0,0,12221,100000,119595,130189,106.0
2018,North West,Detached,0,0,24573,275000,324366,358019,106.0
2018,North West,Flat / Maisonette,0,0,13749,124000,142250,161434,106.0
2018,North West,Semi-detached,0,0,39126,165000,186889,214811,106.0
2018,North West,Terraced,0,0,35278,115000,131841,149717,106.0
2018,South East,Detached,0,0,38842,495000,588638,644434,106.0
2018,South East,Flat / Maisonette,0,0,31865,212500,232217,276651,106.0
2018,South East,Semi-detached,0,0,36794,335000,364829,436132,106.0
2018,South East,Terraced,0,0,35951,280000,305931,364528,106.0
2018,South West,Detached,0,0,29889,360000,413842,468679,106.0
2018,South West,Flat / Maisonette,0,0,17805,169000,199885,220019,106.0
2018,South West,Semi-detached,0,0,24090,245000,267590,318962,106.0
2018,South West,Terraced,0,0,27969,210500,235857,274047,106.0
2018,Wales,Detached,0,0,14684,240000,266852,312453,106.0
2018,Wales,Flat / Maisonette,0,0,3774,122500,137485,159481,106.0
2018,Wales,Semi-detached,0,0,13876,150000,164584,195283,106.0
2018,Wales,Terraced,0,0,15249,117500,131220,152972,106.0
2018,West Midlands,Detached,0,0,23469,309995,351448,403578,106.0
2018,West Midlands,Flat / Maisonette,0,0,10205,132000,151665,171849,106.0
2018,West Midlands,Semi-detached,0,0,28983,182000,200657,236943,106.0
2018,West Midlands,Terraced,0,0,22303,150000,166670,195283,106.0
2018,Yorkshire and The Humber,Detached,0,0,20848,267000,303251,347604,106.0
2018,Yorkshire and The Humber,Flat / Maisonette,0,0,7669,120000,138342,156226,106.0
2018,Yorkshire and The Humber,Semi-detached,0,0,29922,155000,172650,201792,106.0
2018,Yorkshire and The Humber,Terraced,0,0,25341,123000,139630,160132,106.0
2018,East Midlands,All types,0,1,79173,189950,219064,247293,106.0
2018,East of England,All types,0,1,98133,285000,333496,371038,106.0
2018,London,All types,0,1,87485,467500,621489,608632,106.0
2018,North East,All types,0,1,38326,140000,164581,182264,106.0
2018,North West,All types,0,1,112726,161000,194186,209604,106.0
2018,South East,All types,0,1,143452,320000,381211,416604,106.0
2018,South West,All types,0,1,99753,250000,290430,325472,106.0
2018,Wales,All types,0,1,47583,157500,183302,205047,106.0
2018,West Midlands,All types,0,1,84960,190000,227504,247358,106.0
2018,Yorkshire and The Humber,All types,0,1,83780,160000,192021,208302,106.0
2018,All regions,Detached,1,0,224824,334000,405209,434830,106.0
2018,All regions,Flat / Maisonette,1,0,158415,213995,298823,278597,106.0
2018,All regions,Semi-detached,1,0,251219,210000,254334,273396,106.0
2018,All regions,Terraced,1,0,241067,182000,241237,236943,106.0
2018,All regions,All types,1,1,875525,235000,297520,305943,106.0
2019,East Midlands,Detached,0,0,28184,280000,312304,358442,107.8
